,date,weightclass,fighter,rank
36955,2018-12-17,Heavyweight,Daniel Cormier,0
36956,2018-12-17,Heavyweight,Stipe Miocic,1
36957,2018-12-17,Heavyweight,Derrick Lewis,2
36958,2018-12-17,Heavyweight,Francis Ngannou,3
36959,2018-12-17,Heavyweight,Curtis Blaydes,4
36960,2018-12-17,Heavyweight,Alexander Volkov,5
36961,2018-12-17,Heavyweight,Alistair Overeem,6
36962,2018-12-17,Heavyweight,Junior Dos Santos,7
36963,2018-12-17,Heavyweight,Aleksei Oleinik,8
36964,2018-12-17,Heavyweight,Justin Willis,9
36965,2018-12-17,Heavyweight,Marcin Tybura,10
36966,2018-12-17,Heavyweight,Tai Tuivasa,11
36967,2018-12-17,Heavyweight,Shamil Abdurakhimov,12
36968,2018-12-17,Heavyweight,Andrei Arlovski,13
36969,2018-12-17,Heavyweight,Stefan Struve,14
36970,2018-12-17,Heavyweight,Blagoy Ivanov,15
37148,2019-01-01,Heavyweight,Daniel Cormier,0
37149,2019-01-01,Heavyweight,Stipe Miocic,1
37150,2019-01-01,Heavyweight,Derrick Lewis,2
37151,2019-01-01,Heavyweight,Francis Ngannou,3
37152,2019-01-01,Heavyweight,Curtis Blaydes,4
37153,2019-01-01,Heavyweight,Alexander Volkov,5
37154,2019-01-01,Heavyweight,Alistair Overeem,6
37155,2019-01-01,Heavyweight,Junior Dos Santos,7
37156,2019-01-01,Heavyweight,Aleksei Oleinik,8
37157,2019-01-01,Heavyweight,Marcin Tybura,9
37158,2019-01-01,Heavyweight,Justin Willis,10
37159,2019-01-01,Heavyweight,Tai Tuivasa,11
37160,2019-01-01,Heavyweight,Shamil Abdurakhimov,12
37161,2019-01-01,Heavyweight,Walt Harris,13
37162,2019-01-01,Heavyweight,Andrei Arlovski,14
37163,2019-01-01,Heavyweight,Stefan Struve,15
37340,2019-01-21,Heavyweight,Daniel Cormier,0
37341,2019-01-21,Heavyweight,Stipe Miocic,1
37342,2019-01-21,Heavyweight,Derrick Lewis,2
37343,2019-01-21,Heavyweight,Francis Ngannou,3
37344,2019-01-21,Heavyweight,Curtis Blaydes,4
37345,2019-01-21,Heavyweight,Alexander Volkov,5
37346,2019-01-21,Heavyweight,Alistair Overeem,6
37347,2019-01-21,Heavyweight,Junior Dos Santos,7
37348,2019-01-21,Heavyweight,Aleksei Oleinik,8
37349,2019-01-21,Heavyweight,Marcin Tybura,9
37350,2019-01-21,Heavyweight,Justin Willis,10
37351,2019-01-21,Heavyweight,Tai Tuivasa,11
37352,2019-01-21,Heavyweight,Shamil Abdurakhimov,12
37353,2019-01-21,Heavyweight,Walt Harris,13
37354,2019-01-21,Heavyweight,Andrei Arlovski,14
37355,2019-01-21,Heavyweight,Stefan Struve,15
37532,2019-02-04,Heavyweight,Daniel Cormier,0
37533,2019-02-04,Heavyweight,Stipe Miocic,1
37534,2019-02-04,Heavyweight,Derrick Lewis,2
37535,2019-02-04,Heavyweight,Francis Ngannou,3
37536,2019-02-04,Heavyweight,Curtis Blaydes,4
37537,2019-02-04,Heavyweight,Alexander Volkov,5
37538,2019-02-04,Heavyweight,Alistair Overeem,6
37539,2019-02-04,Heavyweight,Junior Dos Santos,7
37540,2019-02-04,Heavyweight,Aleksei Oleinik,8
37541,2019-02-04,Heavyweight,Marcin Tybura,9
37542,2019-02-04,Heavyweight,Justin Willis,10
37543,2019-02-04,Heavyweight,Tai Tuivasa,11
37544,2019-02-04,Heavyweight,Shamil Abdurakhimov,12
37545,2019-02-04,Heavyweight,Walt Harris,13
37546,2019-02-04,Heavyweight,Andrei Arlovski,14
37547,2019-02-04,Heavyweight,Stefan Struve,15
37724,2019-02-11,Heavyweight,Daniel Cormier,0
37725,2019-02-11,Heavyweight,Stipe Miocic,1
37726,2019-02-11,Heavyweight,Derrick Lewis,2
37727,2019-02-11,Heavyweight,Francis Ngannou,3
37728,2019-02-11,Heavyweight,Curtis Blaydes,4
37729,2019-02-11,Heavyweight,Alexander Volkov,5
37730,2019-02-11,Heavyweight,Alistair Overeem,6
37731,2019-02-11,Heavyweight,Junior Dos Santos,7
37732,2019-02-11,Heavyweight,Aleksei Oleinik,8
37733,2019-02-11,Heavyweight,Marcin Tybura,9
37734,2019-02-11,Heavyweight,Justin Willis,10
37735,2019-02-11,Heavyweight,Tai Tuivasa,11
37736,2019-02-11,Heavyweight,Shamil Abdurakhimov,12
37737,2019-02-11,Heavyweight,Walt Harris,13
37738,2019-02-11,Heavyweight,Andrei Arlovski,14
37739,2019-02-11,Heavyweight,Stefan Struve,15
37916,2019-02-19,Heavyweight,Daniel Cormier,0
37917,2019-02-19,Heavyweight,Stipe Miocic,1
37918,2019-02-19,Heavyweight,Francis Ngannou,2
37919,2019-02-19,Heavyweight,Derrick Lewis,3
37920,2019-02-19,Heavyweight,Curtis Blaydes,4
37921,2019-02-19,Heavyweight,Alexander Volkov,5
37922,2019-02-19,Heavyweight,Alistair Overeem,6
37923,2019-02-19,Heavyweight,Cain Velasquez,7
37924,2019-02-19,Heavyweight,Junior Dos Santos,8
37925,2019-02-19,Heavyweight,Aleksei Oleinik,9
37926,2019-02-19,Heavyweight,Marcin Tybura,10
37927,2019-02-19,Heavyweight,Justin Willis,11
37928,2019-02-19,Heavyweight,Tai Tuivasa,12
37929,2019-02-19,Heavyweight,Shamil Abdurakhimov,13
37930,2019-02-19,Heavyweight,Walt Harris,14
37931,2019-02-19,Heavyweight,Andrei Arlovski,15
38108,2019-02-25,Heavyweight,Daniel Cormier,0
38109,2019-02-25,Heavyweight,Stipe Miocic,1
38110,2019-02-25,Heavyweight,Francis Ngannou,2
38111,2019-02-25,Heavyweight,Derrick Lewis,3
38112,2019-02-25,Heavyweight,Curtis Blaydes,4
38113,2019-02-25,Heavyweight,Alexander Volkov,5
38114,2019-02-25,Heavyweight,Alistair Overeem,6
38115,2019-02-25,Heavyweight,Cain Velasquez,7
38116,2019-02-25,Heavyweight,Junior Dos Santos,8
38117,2019-02-25,Heavyweight,Aleksei Oleinik,9
38118,2019-02-25,Heavyweight,Marcin Tybura,10
38119,2019-02-25,Heavyweight,Justin Willis,11
38120,2019-02-25,Heavyweight,Tai Tuivasa,12
38121,2019-02-25,Heavyweight,Shamil Abdurakhimov,13
38122,2019-02-25,Heavyweight,Walt Harris,14
38123,2019-02-25,Heavyweight,Andrei Arlovski,15
38300,2019-03-05,Heavyweight,Daniel Cormier,0
38301,2019-03-05,Heavyweight,Stipe Miocic,1
38302,2019-03-05,Heavyweight,Francis Ngannou,2
38303,2019-03-05,Heavyweight,Derrick Lewis,3
38304,2019-03-05,Heavyweight,Curtis Blaydes,4
38305,2019-03-05,Heavyweight,Alexander Volkov,5
38306,2019-03-05,Heavyweight,Alistair Overeem,6
38307,2019-03-05,Heavyweight,Cain Velasquez,7
38308,2019-03-05,Heavyweight,Junior Dos Santos,8
38309,2019-03-05,Heavyweight,Aleksei Oleinik,9
38310,2019-03-05,Heavyweight,Justin Willis,10
38311,2019-03-05,Heavyweight,Marcin Tybura,10
38312,2019-03-05,Heavyweight,Tai Tuivasa,12
38313,2019-03-05,Heavyweight,Shamil Abdurakhimov,13
38314,2019-03-05,Heavyweight,Andrei Arlovski,14
38315,2019-03-05,Heavyweight,Blagoy Ivanov,15
38492,2019-03-12,Heavyweight,Daniel Cormier,0
38493,2019-03-12,Heavyweight,Stipe Miocic,1
38494,2019-03-12,Heavyweight,Francis Ngannou,2
38495,2019-03-12,Heavyweight,Junior Dos Santos,3
38496,2019-03-12,Heavyweight,Curtis Blaydes,4
38497,2019-03-12,Heavyweight,Derrick Lewis,5
38498,2019-03-12,Heavyweight,Alexander Volkov,6
38499,2019-03-12,Heavyweight,Alistair Overeem,7
38500,2019-03-12,Heavyweight,Cain Velasquez,8
38501,2019-03-12,Heavyweight,Aleksei Oleinik,9
38502,2019-03-12,Heavyweight,Justin Willis,10
38503,2019-03-12,Heavyweight,Marcin Tybura,11
38504,2019-03-12,Heavyweight,Tai Tuivasa,12
38505,2019-03-12,Heavyweight,Shamil Abdurakhimov,13
38506,2019-03-12,Heavyweight,Blagoy Ivanov,14
38507,2019-03-12,Heavyweight,Andrei Arlovski,15
38684,2019-03-20,Heavyweight,Daniel Cormier,0
38685,2019-03-20,Heavyweight,Stipe Miocic,1
38686,2019-03-20,Heavyweight,Francis Ngannou,2
38687,2019-03-20,Heavyweight,Junior Dos Santos,3
38688,2019-03-20,Heavyweight,Curtis Blaydes,4
38689,2019-03-20,Heavyweight,Derrick Lewis,5
38690,2019-03-20,Heavyweight,Alexander Volkov,6
38691,2019-03-20,Heavyweight,Alistair Overeem,7
38692,2019-03-20,Heavyweight,Cain Velasquez,8
38693,2019-03-20,Heavyweight,Aleksei Oleinik,9
38694,2019-03-20,Heavyweight,Justin Willis,10
38695,2019-03-20,Heavyweight,Marcin Tybura,11
38696,2019-03-20,Heavyweight,Tai Tuivasa,12
38697,2019-03-20,Heavyweight,Shamil Abdurakhimov,13
38698,2019-03-20,Heavyweight,Blagoy Ivanov,14
38699,2019-03-20,Heavyweight,Andrei Arlovski,15
38876,2019-03-26,Heavyweight,Daniel Cormier,0
38877,2019-03-26,Heavyweight,Stipe Miocic,1
38878,2019-03-26,Heavyweight,Francis Ngannou,2
38879,2019-03-26,Heavyweight,Junior Dos Santos,3
38880,2019-03-26,Heavyweight,Curtis Blaydes,4
38881,2019-03-26,Heavyweight,Derrick Lewis,5
38882,2019-03-26,Heavyweight,Alexander Volkov,6
38883,2019-03-26,Heavyweight,Alistair Overeem,7
38884,2019-03-26,Heavyweight,Cain Velasquez,8
38885,2019-03-26,Heavyweight,Aleksei Oleinik,9
38886,2019-03-26,Heavyweight,Marcin Tybura,10
38887,2019-03-26,Heavyweight,Justin Willis,11
38888,2019-03-26,Heavyweight,Tai Tuivasa,11
38889,2019-03-26,Heavyweight,Shamil Abdurakhimov,13
38890,2019-03-26,Heavyweight,Blagoy Ivanov,14
38891,2019-03-26,Heavyweight,Andrei Arlovski,15
39068,2019-04-01,Heavyweight,Daniel Cormier,0
39069,2019-04-01,Heavyweight,Stipe Miocic,1
39070,2019-04-01,Heavyweight,Francis Ngannou,2
39071,2019-04-01,Heavyweight,Junior Dos Santos,3
39072,2019-04-01,Heavyweight,Curtis Blaydes,4
39073,2019-04-01,Heavyweight,Derrick Lewis,5
39074,2019-04-01,Heavyweight,Alexander Volkov,6
39075,2019-04-01,Heavyweight,Alistair Overeem,7
39076,2019-04-01,Heavyweight,Cain Velasquez,8
39077,2019-04-01,Heavyweight,Aleksei Oleinik,9
39078,2019-04-01,Heavyweight,Marcin Tybura,10
39079,2019-04-01,Heavyweight,Justin Willis,11
39080,2019-04-01,Heavyweight,Tai Tuivasa,12
39081,2019-04-01,Heavyweight,Shamil Abdurakhimov,13
39082,2019-04-01,Heavyweight,Blagoy Ivanov,14
39083,2019-04-01,Heavyweight,Andrei Arlovski,15
39260,2019-04-03,Heavyweight,Daniel Cormier,0
39261,2019-04-03,Heavyweight,Stipe Miocic,1
39262,2019-04-03,Heavyweight,Francis Ngannou,2
39263,2019-04-03,Heavyweight,Junior Dos Santos,3
39264,2019-04-03,Heavyweight,Curtis Blaydes,4
39265,2019-04-03,Heavyweight,Derrick Lewis,5
39266,2019-04-03,Heavyweight,Alexander Volkov,6
39267,2019-04-03,Heavyweight,Alistair Overeem,7
39268,2019-04-03,Heavyweight,Cain Velasquez,8
39269,2019-04-03,Heavyweight,Aleksei Oleinik,9
39270,2019-04-03,Heavyweight,Marcin Tybura,10
39271,2019-04-03,Heavyweight,Justin Willis,11
39272,2019-04-03,Heavyweight,Tai Tuivasa,12
39273,2019-04-03,Heavyweight,Shamil Abdurakhimov,13
39274,2019-04-03,Heavyweight,Blagoy Ivanov,14
39275,2019-04-03,Heavyweight,Andrei Arlovski,15
39452,2019-04-15,Heavyweight,Daniel Cormier,0
39453,2019-04-15,Heavyweight,Stipe Miocic,1
39454,2019-04-15,Heavyweight,Francis Ngannou,2
39455,2019-04-15,Heavyweight,Junior Dos Santos,3
39456,2019-04-15,Heavyweight,Curtis Blaydes,4
39457,2019-04-15,Heavyweight,Derrick Lewis,5
39458,2019-04-15,Heavyweight,Alexander Volkov,6
39459,2019-04-15,Heavyweight,Alistair Overeem,7
39460,2019-04-15,Heavyweight,Cain Velasquez,8
39461,2019-04-15,Heavyweight,Aleksei Oleinik,9
39462,2019-04-15,Heavyweight,Marcin Tybura,10
39463,2019-04-15,Heavyweight,Justin Willis,11
39464,2019-04-15,Heavyweight,Tai Tuivasa,12
39465,2019-04-15,Heavyweight,Shamil Abdurakhimov,13
39466,2019-04-15,Heavyweight,Blagoy Ivanov,14
39467,2019-04-15,Heavyweight,Andrei Arlovski,15
39644,2019-04-22,Heavyweight,Daniel Cormier,0
39645,2019-04-22,Heavyweight,Stipe Miocic,1
39646,2019-04-22,Heavyweight,Francis Ngannou,2
39647,2019-04-22,Heavyweight,Junior Dos Santos,3
39648,2019-04-22,Heavyweight,Curtis Blaydes,4
39649,2019-04-22,Heavyweight,Derrick Lewis,5
39650,2019-04-22,Heavyweight,Alexander Volkov,6
39651,2019-04-22,Heavyweight,Alistair Overeem,6
39652,2019-04-22,Heavyweight,Cain Velasquez,8
39653,2019-04-22,Heavyweight,Aleksei Oleinik,9
39654,2019-04-22,Heavyweight,Shamil Abdurakhimov,10
39655,2019-04-22,Heavyweight,Justin Willis,11
39656,2019-04-22,Heavyweight,Tai Tuivasa,12
39657,2019-04-22,Heavyweight,Marcin Tybura,13
39658,2019-04-22,Heavyweight,Blagoy Ivanov,14
39659,2019-04-22,Heavyweight,Andrei Arlovski,15
39836,2019-04-30,Heavyweight,Daniel Cormier,0
39837,2019-04-30,Heavyweight,Stipe Miocic,1
39838,2019-04-30,Heavyweight,Francis Ngannou,2
39839,2019-04-30,Heavyweight,Junior Dos Santos,3
39840,2019-04-30,Heavyweight,Curtis Blaydes,4
39841,2019-04-30,Heavyweight,Derrick Lewis,5
39842,2019-04-30,Heavyweight,Alexander Volkov,6
39843,2019-04-30,Heavyweight,Alistair Overeem,6
39844,2019-04-30,Heavyweight,Cain Velasquez,8
39845,2019-04-30,Heavyweight,Aleksei Oleinik,9
39846,2019-04-30,Heavyweight,Shamil Abdurakhimov,10
39847,2019-04-30,Heavyweight,Tai Tuivasa,11
39848,2019-04-30,Heavyweight,Justin Willis,11
39849,2019-04-30,Heavyweight,Marcin Tybura,13
39850,2019-04-30,Heavyweight,Blagoy Ivanov,14
39851,2019-04-30,Heavyweight,Augusto Sakai,15
40028,2019-05-06,Heavyweight,Daniel Cormier,0
40029,2019-05-06,Heavyweight,Stipe Miocic,1
40030,2019-05-06,Heavyweight,Francis Ngannou,2
40031,2019-05-06,Heavyweight,Junior Dos Santos,3
40032,2019-05-06,Heavyweight,Curtis Blaydes,4
40033,2019-05-06,Heavyweight,Derrick Lewis,5
40034,2019-05-06,Heavyweight,Alexander Volkov,6
40035,2019-05-06,Heavyweight,Alistair Overeem,6
40036,2019-05-06,Heavyweight,Cain Velasquez,8
40037,2019-05-06,Heavyweight,Aleksei Oleinik,9
40038,2019-05-06,Heavyweight,Shamil Abdurakhimov,10
40039,2019-05-06,Heavyweight,Tai Tuivasa,11
40040,2019-05-06,Heavyweight,Justin Willis,12
40041,2019-05-06,Heavyweight,Marcin Tybura,13
40042,2019-05-06,Heavyweight,Blagoy Ivanov,14
40043,2019-05-06,Heavyweight,Augusto Sakai,15
40220,2019-05-13,Heavyweight,Daniel Cormier,0
40221,2019-05-13,Heavyweight,Stipe Miocic,1
40222,2019-05-13,Heavyweight,Francis Ngannou,2
40223,2019-05-13,Heavyweight,Junior Dos Santos,3
40224,2019-05-13,Heavyweight,Curtis Blaydes,4
40225,2019-05-13,Heavyweight,Derrick Lewis,5
40226,2019-05-13,Heavyweight,Alexander Volkov,6
40227,2019-05-13,Heavyweight,Alistair Overeem,6
40228,2019-05-13,Heavyweight,Cain Velasquez,8
40229,2019-05-13,Heavyweight,Aleksei Oleinik,9
40230,2019-05-13,Heavyweight,Shamil Abdurakhimov,10
40231,2019-05-13,Heavyweight,Tai Tuivasa,11
40232,2019-05-13,Heavyweight,Marcin Tybura,12
40233,2019-05-13,Heavyweight,Blagoy Ivanov,13
40234,2019-05-13,Heavyweight,Augusto Sakai,14
40235,2019-05-13,Heavyweight,Walt Harris,15
40413,2019-05-21,Heavyweight,Daniel Cormier,0
40414,2019-05-21,Heavyweight,Stipe Miocic,1
40415,2019-05-21,Heavyweight,Francis Ngannou,2
40416,2019-05-21,Heavyweight,Junior Dos Santos,3
40417,2019-05-21,Heavyweight,Curtis Blaydes,4
40418,2019-05-21,Heavyweight,Derrick Lewis,5
40419,2019-05-21,Heavyweight,Alistair Overeem,6
40420,2019-05-21,Heavyweight,Alexander Volkov,6
40421,2019-05-21,Heavyweight,Cain Velasquez,8
40422,2019-05-21,Heavyweight,Aleksei Oleinik,9
40423,2019-05-21,Heavyweight,Shamil Abdurakhimov,10
40424,2019-05-21,Heavyweight,Tai Tuivasa,11
40425,2019-05-21,Heavyweight,Marcin Tybura,12
40426,2019-05-21,Heavyweight,Blagoy Ivanov,13
40427,2019-05-21,Heavyweight,Walt Harris,14
40428,2019-05-21,Heavyweight,Augusto Sakai,15
40602,2019-06-03,Heavyweight,Daniel Cormier,0
40603,2019-06-03,Heavyweight,Stipe Miocic,1
40604,2019-06-03,Heavyweight,Francis Ngannou,2
40605,2019-06-03,Heavyweight,Junior Dos Santos,3
40606,2019-06-03,Heavyweight,Curtis Blaydes,4
40607,2019-06-03,Heavyweight,Derrick Lewis,5
40608,2019-06-03,Heavyweight,Alistair Overeem,6
40609,2019-06-03,Heavyweight,Alexander Volkov,6
40610,2019-06-03,Heavyweight,Cain Velasquez,8
40611,2019-06-03,Heavyweight,Aleksei Oleinik,9
40612,2019-06-03,Heavyweight,Shamil Abdurakhimov,10
40613,2019-06-03,Heavyweight,Tai Tuivasa,11
40614,2019-06-03,Heavyweight,Marcin Tybura,12
40615,2019-06-03,Heavyweight,Blagoy Ivanov,13
40616,2019-06-03,Heavyweight,Walt Harris,14
40617,2019-06-03,Heavyweight,Augusto Sakai,15
40791,2019-07-08,Heavyweight,Daniel Cormier,0
40792,2019-07-08,Heavyweight,Stipe Miocic,1
40793,2019-07-08,Heavyweight,Francis Ngannou,2
40794,2019-07-08,Heavyweight,Junior Dos Santos,3
40795,2019-07-08,Heavyweight,Curtis Blaydes,4
40796,2019-07-08,Heavyweight,Derrick Lewis,5
40797,2019-07-08,Heavyweight,Alexander Volkov,6
40798,2019-07-08,Heavyweight,Alistair Overeem,7
40799,2019-07-08,Heavyweight,Cain Velasquez,8
40800,2019-07-08,Heavyweight,Aleksei Oleinik,9
40801,2019-07-08,Heavyweight,Shamil Abdurakhimov,10
40802,2019-07-08,Heavyweight,Blagoy Ivanov,11
40803,2019-07-08,Heavyweight,Tai Tuivasa,12
40804,2019-07-08,Heavyweight,Marcin Tybura,13
40805,2019-07-08,Heavyweight,Walt Harris,14
40806,2019-07-08,Heavyweight,Augusto Sakai,15
40983,2019-07-15,Heavyweight,Daniel Cormier,0
40984,2019-07-15,Heavyweight,Stipe Miocic,1
40985,2019-07-15,Heavyweight,Francis Ngannou,2
40986,2019-07-15,Heavyweight,Junior Dos Santos,3
40987,2019-07-15,Heavyweight,Curtis Blaydes,4
40988,2019-07-15,Heavyweight,Derrick Lewis,5
40989,2019-07-15,Heavyweight,Alexander Volkov,6
40990,2019-07-15,Heavyweight,Alistair Overeem,7
40991,2019-07-15,Heavyweight,Cain Velasquez,8
40992,2019-07-15,Heavyweight,Aleksei Oleinik,9
40993,2019-07-15,Heavyweight,Shamil Abdurakhimov,10
40994,2019-07-15,Heavyweight,Blagoy Ivanov,11
40995,2019-07-15,Heavyweight,Tai Tuivasa,12
40996,2019-07-15,Heavyweight,Marcin Tybura,13
40997,2019-07-15,Heavyweight,Walt Harris,14
40998,2019-07-15,Heavyweight,Augusto Sakai,15
41175,2019-07-22,Heavyweight,Daniel Cormier,0
41176,2019-07-22,Heavyweight,Stipe Miocic,1
41177,2019-07-22,Heavyweight,Francis Ngannou,2
